"Order";"MS.Zoning";"Lot.Area";"Alley";"Neighborhood";"Overall.Qual";"Year.Built";"Year.Remod.Add";"X1st.Flr.SF";"X2nd.Flr.SF";"Gr.Liv.Area";"Total.Bsmt.SF";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"TotRms.AbvGrd";"Garage.Cars";"Garage.Area";"Yr.Sold";"Sale.Condition";"SalePrice"
2604;"RL";10410;"Grvl";"OldTown";3;1915;1950;694;520;1214;672;0;0;1;0;6;3;936;2006;"Family";105000
2605;"RL";10800;NA;"OldTown";5;1900;1970;1766;648;2414;954;0;0;2;0;10;2;520;2006;"Normal";160000
2606;"RL";10800;"Grvl";"OldTown";5;1936;1989;1096;370;1466;796;0;1;2;0;7;2;566;2006;"Normal";170000
2607;"RL";8658;NA;"NAmes";6;1965;1965;1324;0;1324;1088;0;0;2;0;6;2;440;2006;"Abnorml";160000
2608;"RL";13400;NA;"NAmes";5;1966;1966;1086;0;1086;1024;1;0;1;0;6;2;484;2006;"Normal";159950
2609;"RL";10184;NA;"NAmes";6;1963;1963;1146;0;1146;1083;0;1;1;0;6;1;294;2006;"Normal";165000
2610;"RL";9786;NA;"NAmes";6;1962;1981;1085;649;1734;912;0;0;1;1;7;2;440;2006;"Normal";159000
2611;"RL";9510;NA;"NAmes";6;1962;1985;1207;0;1207;1135;0;0;1;1;6;1;264;2006;"Normal";147000
2612;"RL";7800;NA;"NAmes";5;1964;1964;912;0;912;912;0;0;1;0;5;1;288;2006;"Abnorml";115000
2613;"RL";8910;NA;"NAmes";6;1959;1959;1194;0;1194;655;0;1;1;0;6;2;539;2006;"Normal";159500
2614;"RL";7332;NA;"NAmes";6;1959;1959;864;0;864;864;1;0;1;0;4;1;288;2006;"Abnorml";120000
2615;"RL";7100;NA;"NAmes";5;1957;1957;816;0;816;816;1;0;1;0;5;1;308;2006;"Normal";129900
2616;"RL";10800;NA;"NAmes";6;1961;1992;1773;0;1773;1313;1;0;2;0;6;2;418;2006;"Normal";183000
2617;"RL";11650;NA;"NAmes";7;1959;1959;1472;0;1472;0;0;0;2;0;5;2;484;2006;"Normal";157500
2618;"RL";18275;NA;"NAmes";7;1962;1998;1900;548;2448;1438;1;0;3;0;9;2;441;2006;"Normal";277500
2619;"RL";16321;NA;"NAmes";5;1957;1997;1600;0;1600;1484;1;0;1;0;6;1;319;2006;"Normal";207500
2620;"RL";12144;NA;"NAmes";4;1950;1950;910;611;1521;910;0;0;1;1;6;1;597;2006;"Normal";147500
2621;"RL";10800;NA;"NAmes";4;1949;1950;720;472;1192;720;0;0;1;1;6;0;0;2006;"Abnorml";135000
2622;"RL";7200;NA;"NAmes";5;1950;1950;1040;0;1040;0;0;0;1;0;5;2;625;2006;"Normal";109500
2623;"RL";7200;NA;"NAmes";4;1950;1950;1040;0;1040;0;0;0;1;0;4;2;420;2006;"Normal";109900
2624;"RL";7560;NA;"NAmes";5;1959;1959;1040;0;1040;1040;0;0;1;0;6;1;286;2006;"Normal";133700
2625;"RL";8544;NA;"NAmes";3;1950;1950;1040;0;1040;0;0;0;2;0;6;2;400;2006;"Normal";81400
2626;"RL";8544;NA;"NAmes";3;1949;1950;1040;0;1040;0;0;0;2;0;6;2;400;2006;"Normal";87500
2627;"RL";8544;NA;"NAmes";3;1950;1950;1040;0;1040;0;0;0;2;0;6;2;400;2006;"Normal";93500
2628;"RL";8512;NA;"NAmes";5;1960;1960;1556;0;1556;1556;0;0;2;0;8;0;0;2006;"Normal";119000
2629;"RL";7945;NA;"NAmes";5;1959;1959;1150;0;1150;1150;1;0;1;0;6;1;300;2006;"Normal";141000
2630;"RL";7000;NA;"NAmes";5;1961;1961;1150;0;1150;1150;0;0;1;0;6;1;288;2006;"Normal";146000
2631;"RL";7590;NA;"NAmes";6;1966;1966;660;688;1348;660;0;0;1;1;6;2;453;2006;"Normal";155000
2632;"RL";10205;NA;"NAmes";5;1962;1962;999;0;999;925;1;0;1;0;6;1;300;2006;"Normal";134500
2633;"RL";7400;NA;"NAmes";7;1962;1962;1045;0;1045;1045;1;0;1;0;6;2;528;2006;"Normal";120000
2634;"RL";7000;NA;"NAmes";5;1962;1962;864;0;864;864;0;1;1;0;5;1;336;2006;"Normal";105000
2635;"RL";7000;NA;"NAmes";5;1962;1962;1025;0;1025;1025;1;0;1;0;6;0;0;2006;"Normal";124000
2636;"RM";9856;"Grvl";"OldTown";5;1900;2005;1007;1007;2014;716;0;0;2;0;8;2;624;2006;"Normal";169000
2637;"RM";9906;"Grvl";"OldTown";4;1925;1950;810;518;1328;686;0;0;1;0;8;1;210;2006;"Family";107000
2638;"RM";9600;"Grvl";"OldTown";5;1948;1950;1226;442;1668;1212;1;0;1;0;6;1;240;2006;"Normal";135000
2639;"RM";5520;NA;"OldTown";4;1920;1980;1147;510;1657;1147;0;0;1;0;9;1;162;2006;"Normal";111500
2640;"RM";9600;"Grvl";"OldTown";6;1900;2004;940;476;1416;780;0;1;1;0;7;2;400;2006;"Normal";156500
2641;"RM";9600;"Grvl";"OldTown";7;1925;1990;832;809;1641;728;0;1;1;1;6;2;546;2006;"Normal";178000
2642;"RM";6451;"Grvl";"OldTown";7;1900;1970;848;580;1428;712;1;0;1;0;7;2;576;2006;"Normal";139900
2643;"RM";3960;"Grvl";"OldTown";7;1930;1950;502;502;1004;502;0;0;1;0;5;1;200;2006;"Normal";105000
2644;"RM";5684;NA;"OldTown";6;1930;2005;813;0;813;813;0;0;1;0;5;1;270;2006;"Normal";110000
2645;"RM";7745;"Grvl";"OldTown";4;1900;1950;1084;867;1951;938;0;0;2;0;9;2;576;2006;"Normal";111500
2646;"RM";7741;"Grvl";"OldTown";6;1924;1950;1032;0;1032;1032;0;0;1;0;5;1;280;2006;"Abnorml";108000
2647;"RM";5633;"Pave";"OldTown";5;1925;1950;844;0;844;844;0;0;1;0;5;1;216;2006;"Normal";111500
2648;"RM";9000;"Grvl";"OldTown";5;1880;1991;1089;661;1750;636;0;0;1;0;8;1;240;2006;"Abnorml";124000
2649;"RM";7200;"Grvl";"OldTown";4;1950;1950;864;0;864;576;0;0;1;0;5;1;528;2006;"Normal";105000
2650;"RM";4400;NA;"OldTown";6;1920;1950;734;384;1118;648;0;0;1;0;6;2;440;2006;"Normal";116000
2651;"RM";7614;"Grvl";"OldTown";3;1905;1950;714;662;1376;738;0;0;1;0;7;1;216;2006;"Normal";96900
2652;"RM";6000;NA;"OldTown";5;1955;1955;960;0;960;960;1;0;1;0;5;2;576;2006;"Normal";135500
2653;"RM";6000;NA;"OldTown";5;1924;1950;816;750;1566;816;0;0;1;1;7;2;450;2006;"Normal";139000
2654;"RM";7830;NA;"OldTown";3;1921;1950;492;0;492;492;1;0;1;0;3;1;200;2006;"Normal";61500
2655;"RM";9576;NA;"OldTown";6;1945;1950;885;297;1182;770;0;0;1;1;5;1;378;2006;"Normal";120000
2656;"RM";5820;NA;"OldTown";3;1955;2005;1163;0;1163;1162;1;0;1;0;6;1;220;2006;"Normal";126175
2657;"RM";5747;NA;"OldTown";3;1920;1950;840;0;840;798;0;0;1;0;5;1;250;2006;"Normal";64000
2658;"RM";9142;"Grvl";"OldTown";6;1910;1950;908;1020;1928;1020;0;0;2;0;9;1;440;2006;"Normal";137000
2659;"RM";9600;"Grvl";"OldTown";4;1900;1950;1095;679;1774;1095;1;0;2;0;8;3;779;2006;"Normal";87000
2660;"RM";10800;NA;"OldTown";7;1914;1970;880;888;1768;880;0;0;1;1;6;2;320;2006;"Normal";163000
2661;"RM";6300;NA;"OldTown";7;1910;2005;1226;878;2104;1226;0;0;2;0;9;2;432;2006;"Normal";155000
2662;"RM";5000;NA;"OldTown";5;1900;1950;889;551;1440;540;0;0;1;0;6;1;352;2006;"Normal";79000
2663;"RM";8850;NA;"OldTown";7;1916;1950;815;875;1690;815;0;0;1;0;7;1;225;2006;"Normal";144000
2664;"RM";3600;"Grvl";"OldTown";6;1910;1993;684;684;1368;684;0;0;1;0;7;1;216;2006;"Normal";114504
2665;"RM";7200;NA;"OldTown";7;1920;1950;998;764;1762;596;1;0;1;1;8;2;576;2006;"Normal";157000
2666;"RM";11340;NA;"OldTown";6;1923;1950;1200;0;1200;1200;0;0;1;0;7;1;312;2006;"Family";125000
2667;"RM";22950;NA;"OldTown";10;1892;1993;1518;1518;3608;1107;0;0;2;1;12;3;840;2006;"Normal";475000
2668;"RM";5976;NA;"OldTown";5;1920;1950;624;624;1248;624;0;0;2;0;8;0;0;2006;"Normal";93500
2669;"RM";9750;"Grvl";"OldTown";5;1958;1958;960;0;960;960;0;0;1;0;5;2;624;2006;"Normal";125000
2670;"C (all)";4761;NA;"IDOTRR";3;1918;1950;1020;0;1020;1020;0;0;1;0;5;0;0;2006;"Normal";64500
2671;"RL";7446;NA;"BrkSide";4;1941;1950;788;0;788;788;0;0;1;0;4;0;0;2006;"Abnorml";100000
2672;"RL";6435;NA;"BrkSide";6;1939;1950;972;605;1577;972;0;0;1;0;6;1;312;2006;"Normal";140200
2673;"RL";11737;NA;"BrkSide";6;1924;1996;1017;810;1827;848;0;0;1;0;9;1;240;2006;"Normal";202500
2674;"RM";5000;NA;"BrkSide";6;1947;1950;1004;660;1664;1004;0;0;2;0;7;2;420;2006;"Normal";159000
2675;"RM";7800;NA;"OldTown";5;1939;1950;793;325;1118;793;1;0;1;0;5;2;410;2006;"Normal";119900
2676;"RM";6240;NA;"BrkSide";6;1934;1950;816;0;1176;816;0;0;1;0;6;2;528;2006;"Normal";114500
2677;"RM";6240;NA;"BrkSide";5;1936;1950;896;448;1344;896;0;0;1;0;7;1;240;2006;"Normal";115000
2678;"RM";6120;NA;"BrkSide";3;1930;1950;728;434;1162;728;1;0;1;0;6;1;258;2006;"Abnorml";75000
2679;"RM";6120;NA;"BrkSide";5;1925;1950;1015;0;1015;768;0;0;1;0;6;1;450;2006;"Abnorml";88000
2680;"RM";6240;NA;"BrkSide";4;1947;1950;672;240;912;0;0;0;1;0;3;0;0;2006;"Normal";80500
2681;"RM";6240;NA;"BrkSide";5;1928;1950;1042;534;1576;1042;0;0;1;0;8;1;225;2006;"Family";149000
2682;"RM";6120;NA;"BrkSide";5;1930;1984;741;583;1324;741;0;0;1;0;7;1;180;2006;"Normal";110000
2683;"RM";6000;NA;"OldTown";6;1925;1980;1103;0;1103;1103;0;0;1;0;5;2;440;2006;"Normal";110500
2684;"RM";6000;NA;"BrkSide";5;1921;1950;616;0;616;616;0;0;1;0;4;1;205;2006;"Normal";89000
2685;"RM";6380;NA;"BrkSide";5;1922;1950;1048;0;1048;993;0;0;1;0;5;1;280;2006;"Normal";113000
2686;"RL";11672;"Pave";"BrkSide";5;1925;1950;816;0;816;816;0;0;1;0;4;1;210;2006;"Normal";109000
2687;"RM";33120;NA;"OldTown";6;1962;1962;1611;875;2486;1595;0;0;2;0;8;2;576;2006;"Normal";220000
2688;"RL";9873;NA;"BrkSide";4;1970;1970;960;0;960;960;1;0;1;0;6;2;576;2006;"Normal";129000
2689;"RM";5310;NA;"OldTown";6;1910;2003;1001;634;1635;485;0;0;1;0;5;1;255;2006;"Normal";117000
2690;"RM";4118;"Grvl";"OldTown";4;1941;1950;693;0;693;693;0;0;1;0;4;0;0;2006;"Normal";52500
2691;"RM";10320;"Grvl";"IDOTRR";4;1924;1950;834;596;1430;596;0;0;2;0;7;2;370;2006;"Abnorml";107000
2692;"RM";7518;NA;"IDOTRR";5;1910;2004;665;665;1330;396;0;0;1;0;7;1;390;2006;"Normal";116500
2693;"RM";9000;NA;"IDOTRR";5;1919;1950;819;0;819;610;0;0;1;0;4;0;0;2006;"Abnorml";72000
2694;"RM";8600;NA;"IDOTRR";6;1937;1950;780;596;1376;780;0;0;2;0;7;1;198;2006;"Normal";119500
2695;"RM";7200;NA;"IDOTRR";5;1938;1995;803;557;1360;803;0;0;1;1;6;1;297;2006;"Normal";125500
2696;"RM";9786;NA;"IDOTRR";3;1922;1950;1077;0;1077;1007;0;0;1;0;6;1;210;2006;"Normal";91000
2697;"RM";6780;NA;"IDOTRR";6;1935;1982;520;0;754;520;1;0;1;0;5;0;0;2006;"Normal";84500
2698;"RM";7200;NA;"IDOTRR";6;1930;1950;984;0;984;984;0;0;1;0;6;1;308;2006;"Family";90000
2699;"RL";12375;NA;"Sawyer";5;1951;1951;1081;341;1422;806;1;0;1;0;7;1;288;2006;"Normal";137500
2700;"RL";11136;NA;"Sawyer";6;1964;1964;1921;0;1921;1921;0;0;2;0;8;2;576;2006;"Normal";150000
2701;"RL";21370;NA;"Sawyer";5;1950;1950;1640;0;1640;0;0;0;1;0;7;2;394;2006;"Normal";131000
2702;"RL";6930;NA;"ClearCr";5;1958;1958;1352;0;1352;1062;0;1;1;0;6;1;288;2006;"Abnorml";130000
2703;"RL";8250;NA;"Edwards";5;1935;1950;1032;0;1032;0;0;0;1;0;6;1;260;2006;"Normal";125000
2704;"RL";5220;NA;"SWISU";5;1936;1950;879;0;879;830;0;0;1;0;4;1;180;2006;"Normal";80000
2705;"RL";5500;NA;"SWISU";7;2004;2004;1073;0;1073;1073;1;0;2;0;4;1;246;2006;"Normal";157000
2706;"RL";11235;NA;"Sawyer";4;1963;1979;1382;0;1382;1051;0;0;1;1;6;2;459;2006;"Normal";148000
2707;"RL";10791;NA;"Sawyer";4;1967;1967;1296;0;1296;0;0;0;2;0;6;2;516;2006;"Normal";90000
2708;"RL";8414;NA;"Sawyer";6;1963;2003;1068;0;1068;1059;0;1;1;0;6;1;264;2006;"Normal";154500
2709;"RL";11327;NA;"Sawyer";5;1967;1967;1064;0;1064;1064;0;1;1;0;6;2;528;2006;"Normal";153600
2710;"RL";11777;NA;"Sawyer";5;1966;1966;1320;0;1320;1164;1;0;1;0;6;2;564;2006;"Abnorml";164500
2711;"RL";10366;NA;"Sawyer";6;1964;1964;934;0;934;912;0;1;1;0;4;1;336;2006;"Normal";132000
2712;"RL";9000;NA;"Sawyer";5;1966;1966;1059;0;1059;1059;1;0;1;0;6;1;286;2006;"Abnorml";142500
2713;"RL";11553;NA;"Sawyer";5;1968;1968;1159;0;1159;1051;0;0;1;1;7;1;336;2006;"Normal";158000
2714;"RL";7844;NA;"Sawyer";6;1978;1978;672;728;1400;672;0;0;1;1;6;2;440;2006;"Normal";149500
2715;"RL";9535;NA;"Sawyer";5;1967;1967;1458;0;1458;1176;1;0;1;1;7;2;512;2006;"Normal";165000
2716;"RL";10335;NA;"Sawyer";5;1968;1993;1721;0;1721;1461;0;0;2;1;7;2;440;2006;"Normal";180000
2717;"RL";7176;NA;"Sawyer";6;1978;1978;1040;0;1040;960;1;0;1;0;6;2;616;2006;"Normal";160500
2718;"RL";9662;NA;"Sawyer";5;1977;1977;1967;0;1967;1967;0;0;2;0;10;2;580;2006;"Normal";156500
2719;"RL";8235;NA;"Sawyer";5;1977;1977;1949;0;1949;1949;0;0;2;0;10;2;586;2006;"Normal";157000
2720;"RL";13650;NA;"Sawyer";5;1958;1958;1252;668;1920;1052;1;0;2;0;8;2;451;2006;"Normal";172500
2721;"RL";13125;NA;"Sawyer";5;1957;2000;1803;0;1803;1134;1;0;2;0;8;2;484;2006;"Normal";155000
2722;"RL";17920;NA;"Sawyer";5;1955;1974;1779;0;1779;1763;1;0;1;1;6;2;454;2006;"Abnorml";170000
2723;"RL";17529;NA;"Sawyer";5;1924;1950;872;0;872;872;0;0;1;0;5;1;322;2006;"Normal";105000
2724;"RL";10246;NA;"Sawyer";4;1965;2001;960;0;960;648;1;1;0;0;3;1;364;2006;"Normal";145000
2725;"RL";14175;NA;"Sawyer";5;1956;1987;1437;0;1437;1188;1;0;1;1;6;2;576;2006;"Normal";168000
2726;"RL";20355;NA;"ClearCr";7;1967;1967;1830;0;1830;1865;1;0;1;0;6;2;521;2006;"Normal";278000
2727;"RL";13050;NA;"ClearCr";5;1963;1963;1000;0;1000;1000;1;0;1;0;4;2;575;2006;"Normal";164000
2728;"RL";15593;NA;"ClearCr";7;1953;1953;1304;983;2287;1304;0;0;2;0;7;2;667;2006;"Normal";225000
2729;"RL";10820;NA;"Sawyer";5;1971;1972;810;0;810;782;1;0;1;0;4;2;576;2006;"Normal";130000
2730;"RL";13350;NA;"Sawyer";5;1974;1974;894;0;894;864;1;0;1;0;5;2;440;2006;"Normal";142500
2731;"RL";1700;NA;"ClearCr";7;1980;1981;880;680;1700;430;1;0;2;1;7;1;450;2006;"Normal";148400
2732;"RL";5271;NA;"ClearCr";7;1986;1986;1453;0;1453;1453;1;0;1;1;6;2;445;2006;"Abnorml";190000
2733;"RL";9375;NA;"Edwards";4;1954;1954;1350;0;1350;967;0;0;1;1;6;2;504;2006;"Normal";146000
2734;"RL";6488;NA;"Edwards";5;1942;1950;799;351;1150;799;0;0;1;0;6;1;215;2006;"Family";128000
2735;"RL";7800;NA;"Edwards";5;1948;2002;1112;896;2008;896;1;0;3;0;8;1;230;2006;"Normal";225000
2736;"RL";19690;NA;"Edwards";6;1966;1966;1575;626;2201;697;0;0;2;0;8;2;432;2006;"Alloca";274970
2737;"RL";19950;NA;"Edwards";6;1928;1950;1337;672;2009;672;0;0;2;0;8;3;795;2006;"Normal";235000
2738;"RL";19800;NA;"Edwards";6;1935;1990;1836;1836;3672;1836;0;0;3;1;7;2;836;2006;"Normal";415000
2739;"RL";11679;NA;"Edwards";5;1962;1962;1560;0;1560;1776;0;1;2;0;6;2;528;2006;"Normal";182000
2740;"RL";12048;NA;"Edwards";5;1952;2002;1488;0;1488;0;0;0;1;0;7;2;569;2006;"Normal";135000
2741;"RL";10519;NA;"Edwards";5;1955;1999;1057;0;1057;1057;0;1;1;0;6;1;288;2006;"Normal";137000
2742;"RL";9525;NA;"Edwards";6;1954;1972;1216;639;1855;994;0;0;2;0;7;1;325;2006;"Normal";136900
2743;"RL";9525;NA;"Edwards";6;1953;1953;1068;541;1609;1000;0;0;1;1;7;1;305;2006;"Normal";149900
2744;"RL";6420;NA;"Edwards";5;1952;1952;1148;0;1148;980;0;1;1;0;6;1;308;2006;"Normal";123500
2745;"RL";8335;NA;"Edwards";5;1954;1954;1124;0;1124;0;0;0;1;0;5;0;0;2006;"Normal";93000
2746;"RL";7585;NA;"Edwards";5;1948;1950;1002;454;1456;810;1;1;1;0;7;1;280;2006;"Normal";91500
2747;"RL";11200;NA;"SawyerW";6;1985;1985;1298;0;1298;1298;1;0;2;0;5;2;403;2006;"Normal";180000
2748;"RL";12128;NA;"SawyerW";6;1989;1989;1313;1246;2559;868;0;0;2;1;9;2;506;2006;"Abnorml";209000
2749;"RL";9554;NA;"SawyerW";8;1993;1994;1065;846;1911;777;0;0;2;1;8;2;471;2006;"Normal";215000
2750;"RL";9069;NA;"SawyerW";6;1993;1993;1440;0;1440;1344;2;0;2;0;8;4;920;2006;"Normal";224500
2751;"RL";11003;NA;"CollgCr";7;2005;2006;1308;568;1876;1308;0;0;2;1;7;3;848;2006;"Partial";229800
2752;"RL";7488;NA;"CollgCr";7;2005;2005;1208;0;1208;1208;0;0;2;0;6;2;632;2006;"Abnorml";183600
2753;"RL";7406;NA;"CollgCr";7;2006;2006;1220;0;1220;1199;1;0;2;0;6;2;632;2006;"Partial";194000
2754;"RL";6762;NA;"CollgCr";7;2006;2006;1294;0;1294;1286;0;0;2;0;6;2;662;2006;"Partial";193879
2755;"RL";11210;NA;"CollgCr";7;2005;2006;1614;0;1614;1614;0;0;2;0;7;3;865;2006;"Partial";221500
2756;"RL";8990;NA;"CollgCr";7;2006;2006;1498;0;1498;1498;0;0;2;0;5;2;675;2006;"Partial";204900
2757;"RL";8760;NA;"CollgCr";7;2006;2006;1391;571;1962;1391;0;0;2;1;7;3;868;2006;"Partial";239799
2758;"RL";13377;NA;"CollgCr";6;2006;2006;1846;0;1846;1836;1;0;2;0;7;2;495;2006;"Partial";233555
2759;"RL";11645;NA;"CollgCr";7;2005;2005;1734;0;1734;1734;1;0;2;0;7;2;660;2006;"Normal";260000
2760;"RL";11645;NA;"CollgCr";8;2005;2006;1590;0;1590;1570;1;0;2;1;6;3;754;2006;"Partial";294900
2761;"RL";10984;NA;"CollgCr";7;2005;2006;945;864;1809;945;0;0;2;1;8;2;638;2006;"Partial";209700
2762;"RL";9316;NA;"CollgCr";7;2005;2005;1614;0;1614;1614;0;0;2;0;7;2;576;2006;"Normal";225000
2763;"RL";9316;NA;"CollgCr";7;2005;2005;784;812;1596;784;0;0;2;1;6;2;610;2006;"Normal";181000
2764;"RL";10041;NA;"SawyerW";8;1992;1992;927;988;1915;908;1;0;2;1;8;2;506;2006;"Abnorml";220000
2765;"RL";36500;NA;"ClearCr";5;1964;1964;1582;0;1582;1624;0;1;2;0;7;2;390;2006;"Normal";190000
2766;"RL";21453;NA;"ClearCr";6;1969;1969;988;0;988;938;1;0;1;0;4;2;540;2006;"Normal";180000
2767;"RL";70761;NA;"ClearCr";7;1975;1975;1533;0;1533;1533;1;0;2;0;5;2;576;2006;"Normal";280000
2768;"RL";12000;NA;"ClearCr";6;1968;1968;1388;0;1388;1388;1;0;2;0;6;2;522;2006;"Abnorml";158900
2769;"RL";8846;NA;"CollgCr";5;1996;1996;914;0;914;870;0;0;1;0;5;2;576;2006;"Normal";148000
2770;"RL";13015;NA;"CollgCr";5;1996;1996;1100;0;1100;1100;0;0;1;1;5;2;462;2006;"Normal";145000
2771;"RL";12438;NA;"CollgCr";6;1995;1995;795;704;1499;781;0;0;2;1;6;2;473;2006;"Normal";187000
2772;"RL";8685;NA;"CollgCr";7;1998;1998;1425;0;1425;1425;1;0;2;0;5;2;591;2006;"Normal";193000
2773;"RL";13568;NA;"CollgCr";5;1995;1995;990;0;990;990;0;1;1;0;5;2;576;2006;"Normal";156000
2774;"RL";9100;NA;"CollgCr";7;2000;2000;1525;0;1525;1525;1;0;2;0;6;2;541;2006;"Normal";235000
2775;"RL";9236;NA;"CollgCr";6;1997;1997;1494;0;1494;1479;1;0;2;0;6;2;576;2006;"Normal";217000
2776;"RL";10264;NA;"CollgCr";7;1999;1999;1588;0;1588;1588;0;0;2;0;6;2;472;2006;"Normal";214000
2777;"RL";9272;NA;"CollgCr";7;1999;1999;856;893;1749;842;0;0;2;1;7;2;515;2006;"Normal";196000
2778;"RL";13426;NA;"CollgCr";7;1999;2000;951;828;1779;951;1;0;2;1;7;2;586;2006;"Normal";217000
2779;"RL";13450;NA;"CollgCr";7;2002;2002;920;941;1861;916;1;0;2;1;8;2;492;2006;"Normal";200000
2780;"RL";14006;NA;"CollgCr";7;2002;2002;936;840;1776;936;0;0;2;1;7;2;474;2006;"Normal";192500
2781;"RL";13704;NA;"CollgCr";7;2001;2002;1541;0;1541;1541;0;0;2;0;6;3;843;2006;"Normal";205000
2782;"RL";10780;NA;"CollgCr";5;1976;1976;954;0;954;911;0;0;1;0;6;2;576;2006;"Normal";132500
2783;"RL";8340;NA;"CollgCr";6;1977;1977;686;702;1388;675;0;0;1;1;6;1;317;2006;"Normal";157500
2784;"RL";10385;NA;"CollgCr";6;1978;1978;1282;0;1282;995;0;1;2;0;6;3;672;2006;"Normal";174000
2785;"RL";9920;NA;"CollgCr";5;1969;1969;971;0;971;971;0;0;1;1;5;1;300;2006;"Normal";128500
2786;"RL";9560;NA;"CollgCr";5;1972;1972;864;0;864;864;0;0;1;0;5;1;288;2006;"Normal";128500
2787;"RL";9800;NA;"CollgCr";5;1972;1972;894;0;894;894;1;0;1;0;5;2;552;2006;"Abnorml";149900
2788;"RL";7200;NA;"CollgCr";5;1972;1972;864;0;864;864;0;0;1;0;5;1;297;2006;"Normal";119900
2789;"RH";3612;NA;"Landmrk";6;1993;1994;630;690;1320;630;0;0;2;1;5;2;484;2006;"Normal";137000
2790;"RL";11367;NA;"CollgCr";8;2002;2002;1091;898;1989;1065;1;0;2;1;7;2;586;2006;"Normal";255000
2791;"RL";9930;NA;"CollgCr";7;2002;2002;878;884;1762;826;0;0;2;1;6;2;591;2006;"Normal";222000
2792;"RL";9468;NA;"CollgCr";6;1999;1999;840;915;1755;840;1;0;2;1;7;2;530;2006;"Normal";214000
2793;"RL";11088;NA;"CollgCr";8;2002;2002;1358;0;1358;1348;1;0;1;1;5;2;418;2006;"Normal";220000
2794;"RL";14781;NA;"CollgCr";8;2001;2002;1787;0;1787;1753;0;0;2;0;7;3;748;2006;"Normal";275000
2795;"RL";8726;NA;"CollgCr";7;2002;2002;872;1037;1909;872;0;0;2;1;8;2;529;2006;"Normal";197000
2796;"RL";8125;NA;"CollgCr";7;2002;2002;1654;0;1654;1654;1;0;2;0;6;3;900;2006;"Normal";230000
2797;"RL";10566;NA;"CollgCr";8;1999;1999;1090;1124;2214;1090;1;0;2;1;8;3;646;2006;"Normal";268500
2798;"RL";21533;NA;"CollgCr";7;1996;1997;1065;984;2049;1065;0;0;2;1;9;2;467;2006;"Normal";210900
2799;"RL";11250;NA;"CollgCr";7;1998;1998;1070;869;1939;1054;0;1;2;1;8;3;555;2006;"Normal";227000
2800;"RL";11250;NA;"CollgCr";7;1995;1996;950;1045;1995;930;1;0;2;1;8;2;610;2006;"Normal";237000
2801;"RL";9750;NA;"CollgCr";7;1998;1998;1108;989;2097;1108;1;0;2;1;8;2;583;2006;"Normal";274300
2802;"RL";9100;NA;"CollgCr";7;2004;2005;1836;0;1836;1860;0;0;2;0;8;2;484;2006;"Normal";216837
2803;"RM";4435;NA;"CollgCr";6;2003;2003;848;0;848;848;1;0;1;0;4;2;420;2006;"Normal";133000
2804;"RM";4435;NA;"CollgCr";6;2004;2004;848;0;848;848;1;0;1;0;3;2;420;2006;"Normal";155900
2805;"RL";15611;NA;"CollgCr";8;2006;2006;1079;840;1919;1079;0;0;2;1;8;2;685;2006;"Partial";233230
2806;"RL";8810;NA;"CollgCr";7;2003;2003;1390;0;1390;1390;1;0;2;0;7;2;545;2006;"Normal";207000
2807;"RL";12393;NA;"CollgCr";7;2004;2005;847;1101;1948;847;0;0;2;1;8;2;434;2006;"Normal";195000
2808;"RL";9135;NA;"CollgCr";6;2003;2003;1700;0;1700;1682;1;0;2;0;7;2;544;2006;"Normal";200000
2809;"RL";8581;NA;"CollgCr";7;2006;2006;851;886;1737;851;0;0;2;1;7;2;578;2006;"Partial";203160
2810;"RL";8400;NA;"CollgCr";7;2005;2005;784;827;1611;784;0;0;2;1;6;2;572;2006;"Normal";195800
2811;"RL";10084;NA;"CollgCr";7;2005;2006;1552;0;1552;1552;0;0;2;0;7;3;782;2006;"Partial";212900
2812;"RL";11645;NA;"CollgCr";7;2004;2004;860;860;1720;860;0;0;2;1;7;2;565;2006;"Normal";196500
2813;"RL";8772;NA;"CollgCr";7;2005;2006;1336;0;1336;1336;1;0;2;0;6;2;502;2006;"Partial";198000
2814;"RL";8846;NA;"CollgCr";6;2005;2006;750;750;1500;750;0;0;2;1;6;2;564;2006;"Partial";173900
2815;"RL";8461;NA;"CollgCr";6;2005;2006;728;728;1456;728;0;0;2;1;8;2;390;2006;"Partial";163990
2816;"RL";8767;NA;"CollgCr";7;2005;2005;1310;0;1310;1310;0;0;2;0;6;2;400;2006;"Partial";164990
2817;"RL";8777;NA;"Edwards";4;1910;2000;760;676;1436;676;1;0;2;0;6;2;528;2006;"Normal";98000
2818;"RL";17755;NA;"Edwards";5;1959;1959;1466;0;1466;1466;0;0;1;1;6;2;528;2006;"Normal";149900
2819;"RL";8877;NA;"Edwards";4;1951;1951;1220;0;1220;836;0;0;1;0;6;2;396;2006;"Normal";102000
2820;"RL";7840;NA;"Edwards";6;1975;1975;1012;0;1012;976;0;2;2;0;4;0;0;2006;"AdjLand";127500
2821;"RL";9400;NA;"Edwards";6;1975;1975;980;0;980;945;0;2;2;0;4;0;0;2006;"AdjLand";127500
